location,timestamp,congestion_level
Peshawar,2024-05-27,0.3022113022113022
Lahore,2024-03-12,0.7133243606998654
Peshawar,2023-11-24,0.8
Lahore,2024-06-10,0.1466854724964739
Karachi,2023-12-18,0.01973164956590371
Islamabad,2024-06-27,0.6682646212847555
Karachi,2024-02-22,0.6983173076923077
Lahore,2023-11-24,0.16954022988505746
Islamabad,2024-06-16,0.8847583643122676
Quetta,2024-05-27,0.300148588410104
Karachi,2024-03-25,0.44790928419560594
Lahore,2024-03-20,0.5514354066985646
Lahore,2024-06-16,0.4006908462867012
Islamabad,2024-02-22,0.8305847076461769
Lahore,2024-05-19,0.1956168831168831
Lahore,2024-05-28,1.0532687651331718
Peshawar,2024-05-16,0.9587426326129665
Lahore,2024-06-27,0.4567901234567901
Peshawar,2024-03-09,0.5877659574468085
Quetta,2024-03-09,0.32045454545454544
Peshawar,2023-05-06,0.39338235294117646
Islamabad,2024-05-28,0.3330670926517572
Quetta,2024-05-12,0.63
Quetta,2024-02-21,0.15346534653465346
Lahore,2023-05-08,1.07012987012987
Karachi,2024-05-28,0.315377932232841
Quetta,2023-05-07,0.9675090252707581
Peshawar,2024-06-17,1.0816326530612246
Karachi,2023-05-07,0.5939933259176863
Quetta,2024-06-26,0.7186897880539499
Peshawar,2024-05-25,0.02744546094299789
Peshawar,2024-05-28,0.6492932862190812
Karachi,2024-05-11,0.36055603822762816
Peshawar,2023-05-07,0.7068345323741008
Peshawar,2024-06-15,0.2999104744852283
Islamabad,2024-05-15,0.41244239631336405
Karachi,2024-06-15,0.4044265593561368
Quetta,2024-05-28,1.2388059701492538
Karachi,2024-09-22,0.8295880149812734
Quetta,2024-03-21,0.016150740242261104
Peshawar,2023-11-20,0.40044994375703036
Peshawar,2024-06-26,0.5645161290322581
Islamabad,2024-06-10,0.07078651685393259
Peshawar,2024-03-21,0.3339920948616601
Islamabad,2024-03-10,0.25167336010709507
Quetta,2023-12-18,0.5555555555555556
Peshawar,2023-11-23,0.6464937560038425
Lahore,2024-05-29,0.48413631022326675
Lahore,2024-03-10,1.0308839190628327
Karachi,2023-05-08,0.48499594484995945
Islamabad,2024-09-21,0.4654312188168211
Karachi,2024-03-22,0.2813765182186235
Karachi,2023-11-23,0.16715542521994134
Islamabad,2024-03-11,0.5827538247566064
Islamabad,2024-05-29,0.6514336917562724
Karachi,2024-05-19,0.3088495575221239
Karachi,2023-05-06,0.2713692946058091
Karachi,2024-06-26,0.16170861937452327
Peshawar,2024-06-19,0.6413255360623782
Karachi,2024-03-13,0.22054597701149425
Karachi,2024-05-29,0.16370106761565836
Quetta,2024-05-10,0.6307692307692307
Islamabad,2024-09-22,0.7953216374269005
Karachi,2024-03-26,0.7149643705463183
Karachi,2023-11-24,0.6357012750455373
Quetta,2024-09-04,0.26587301587301587
Peshawar,2024-05-29,0.42795698924731185
Quetta,2023-05-06,0.7467911318553092
Lahore,2024-03-30,0.3835800807537012
Islamabad,2024-06-26,0.7731568998109641
Quetta,2024-06-17,0.3793352601156069
Peshawar,2024-03-19,1.4496350364963504
Quetta,2024-05-29,0.2680577849117175
Islamabad,2023-05-07,1.2857142857142858
Lahore,2023-05-07,0.13885088919288646
Lahore,2024-05-13,0.2812971342383107
Islamabad,2023-05-08,0.10911602209944751
Quetta,2024-06-09,0.30288461538461536
Lahore,2024-05-30,0.3669275929549902
Lahore,2024-02-22,1.826171875
Karachi,2024-09-20,1.1199538638985005
Islamabad,2024-06-17,0.47039473684210525
Islamabad,2023-11-24,1.0952380952380953
Lahore,2024-06-26,1.0758533501896335
Quetta,2024-03-31,0.7293343087051939
Karachi,2024-06-16,0.2845849802371542
Islamabad,2024-05-30,0.13100436681222707
Islamabad,2024-03-30,0.17901234567901234
Peshawar,2024-03-12,0.6833333333333333
Lahore,2024-05-14,0.4187779433681073
Lahore,2024-03-29,0.4063629790310918
Karachi,2024-09-21,0.40644276901987664
Lahore,2024-06-11,0.5137130801687764
Karachi,2024-05-30,0.9577278731836195
Lahore,2023-12-18,0.709154113557358
Islamabad,2023-03-23,1.07035175879397
Islamabad,2023-12-19,0.2027818448023426
Quetta,2024-06-25,0.45706371191135736
Peshawar,2024-05-24,0.30798479087452474
Peshawar,2024-05-30,0.6525364836692147
Karachi,2024-05-13,0.3627167630057804
Karachi,2024-08-24,0.8499413833528722
Quetta,2024-05-30,0.25814332247557004
Islamabad,2024-08-24,0.017378711078928313
Quetta,2024-03-22,0.012867647058823529
Peshawar,2024-06-25,0.3615676359039191
Karachi,2023-12-19,0.2633587786259542
Karachi,2024-03-19,1.0925666199158486
Lahore,2024-05-31,0.11587591240875912
Lahore,2024-03-26,0.9179389312977099
Lahore,2024-03-15,0.47588717015468607
Lahore,2024-03-22,0.7212643678160919
Karachi,2024-03-17,1.3206686930091185
Quetta,2023-12-20,0.05380333951762523
Islamabad,2024-05-31,1.2384615384615385
Quetta,2024-05-19,0.6100254885301615
Karachi,2024-06-10,0.3210912906610703
Islamabad,2024-03-20,0.7727272727272727
Karachi,2024-06-25,0.6172370088719898
Lahore,2023-11-22,0.6579634464751958
Karachi,2024-05-31,0.5394581861012956
Quetta,2024-03-19,0.6067538126361656
Quetta,2024-03-12,0.3024
Karachi,2024-05-15,0.6024096385542169
Peshawar,2024-05-31,0.5827036104114189
Lahore,2024-09-23,0.2600958247775496
Peshawar,2024-09-21,0.7608494921514312
Islamabad,2024-06-25,0.3171987641606591
Peshawar,2024-03-18,0.16552511415525115
Quetta,2024-05-31,0.4174041297935103
Karachi,2024-05-18,0.5523504273504274
Karachi,2024-09-10,0.020560747663551402
Peshawar,2024-06-10,0.9977728285077951
Lahore,2024-03-16,0.8805555555555555
Lahore,2024-06-01,0.42905866302864937
Peshawar,2024-03-17,1.4583333333333333
Karachi,2024-08-26,0.6239530988274706
Peshawar,2023-11-22,1.0380313199105144
Lahore,2024-06-25,0.5808625336927223
Quetta,2024-05-16,0.06875543951261967
Islamabad,2024-06-01,0.1554006968641115
Quetta,2024-06-15,0.7967479674796748
Quetta,2024-03-10,0.7152014652014652
Karachi,2024-03-10,0.8564981949458483
Peshawar,2023-03-20,0.6068027210884354
Lahore,2024-09-06,0.19444444444444445
Peshawar,2024-02-23,0.13688212927756654
Karachi,2024-09-04,0.18319169027384324
Islamabad,2024-03-29,0.1648793565683646
Peshawar,2024-09-04,0.4331514324693042
Peshawar,2024-06-30,0.717366628830874
Quetta,2024-08-24,0.5062402496099844
Quetta,2024-03-20,0.004550625711035267
Karachi,2023-03-21,0.374805598755832
Karachi,2024-06-30,0.1303724928366762
Islamabad,2024-05-11,0.24564796905222436
Islamabad,2024-06-30,0.8057228915662651
Quetta,2024-06-19,0.5368020304568528
Lahore,2024-08-25,0.205607476635514
Peshawar,2024-03-24,1.1421800947867298
Karachi,2024-03-21,0.9868891537544696
Lahore,2024-06-30,0.9736842105263158
Quetta,2024-03-24,0.11851851851851852
Karachi,2024-03-23,0.6906645569620253
Karachi,2024-03-30,1.2346153846153847
Karachi,2024-03-11,0.19282511210762332
Quetta,2024-06-29,1.1576011157601116
Lahore,2024-03-11,0.2937956204379562
Islamabad,2024-08-25,1.7857142857142858
Lahore,2024-03-23,0.6215673141326189
Islamabad,2024-03-24,0.7671068427370948
Peshawar,2024-06-29,0.18463611859838275
Peshawar,2024-03-31,0.6625544267053701
Islamabad,2024-03-26,0.1171875
Quetta,2024-03-15,0.5847328244274809
Karachi,2024-06-29,0.05627009646302251
Islamabad,2024-05-12,0.9686468646864687
Islamabad,2023-11-22,0.5303867403314917
Karachi,2024-08-25,0.6138147566718996
Islamabad,2024-03-21,0.40325865580448067
Islamabad,2024-06-29,0.1489655172413793
Peshawar,2023-11-21,0.9779411764705882
Quetta,2023-03-22,0.35797665369649806
Peshawar,2024-05-15,0.7800729040097205
Lahore,2024-06-29,0.5568181818181818
Lahore,2023-11-21,0.4495677233429395
Peshawar,2024-08-25,0.03669724770642202
Karachi,2024-03-18,1.5229540918163673
Quetta,2024-03-14,1.0759075907590758
Quetta,2023-11-21,0.816147859922179
Quetta,2024-06-28,0.7122026093630084
Quetta,2024-06-16,0.2721518987341772
Peshawar,2024-03-15,0.05454545454545454
Lahore,2024-09-05,0.3645364536453645
Peshawar,2024-06-28,0.6959395656279509
Quetta,2024-08-25,0.1550946798917944
Karachi,2024-06-28,0.5454545454545454
Peshawar,2024-03-10,1.4981684981684982
Karachi,2024-06-01,0.43481427530954114
Islamabad,2024-03-14,0.9306071871127634
Quetta,2024-03-13,0.5788479697828139
Islamabad,2024-06-28,0.08406186953597848
Peshawar,2024-03-14,0.2760690172543136
Quetta,2023-12-28,0.7165841584158416
Karachi,2024-07-04,0.7232502011263073
Lahore,2024-03-09,0.37142857142857144
Islamabad,2023-03-21,0.024124513618677044
Quetta,2024-05-13,0.4885290148448043
Peshawar,2023-12-28,1.5150078988941549
Lahore,2024-05-17,0.49634443541835904
Lahore,2023-03-23,1.688191881918819
Karachi,2023-12-28,1.3233743409490335
Islamabad,2024-07-04,0.44961977186311786
Islamabad,2023-03-22,0.4037328094302554
Lahore,2024-03-14,0.9444985394352483
Peshawar,2024-06-16,0.18830727396329028
Islamabad,2023-12-28,0.3794466403162055
Islamabad,2024-09-05,0.16496250852079072
Peshawar,2024-05-12,0.9510250569476082
Peshawar,2024-05-13,0.7873612297181896
Karachi,2023-11-22,0.928030303030303
Karachi,2024-03-14,0.3240418118466899
Lahore,2023-12-28,0.0923836389280677
Lahore,2024-07-04,0.5260930888575458
Islamabad,2024-03-12,0.7197231833910035
Quetta,2024-02-23,0.2931188561215371
Quetta,2023-12-27,0.3835521769177609
Lahore,2024-03-19,1.0406824146981628
Lahore,2024-06-18,0.009578544061302681
Peshawar,2023-12-27,0.29385964912280704
Peshawar,2024-03-26,0.05245901639344262
Lahore,2024-09-04,0.7342192691029901
Peshawar,2024-03-30,0.4073298429319372
Karachi,2023-12-27,0.7677685950413223
Quetta,2024-07-03,0.9125
Peshawar,2024-06-18,0.16612903225806452
Lahore,2024-03-27,0.036669970267591674
Peshawar,2024-03-20,0.6811352253756261
Quetta,2024-03-30,0.402676399026764
Islamabad,2023-12-27,0.6732533521524348
Peshawar,2024-03-13,0.42935779816513764
Karachi,2024-06-20,0.07833733013589128
Islamabad,2024-02-23,0.7946735395189003
Lahore,2023-12-27,1.468
Peshawar,2024-07-03,0.34738041002277903
Quetta,2024-05-24,0.26925845932325415
Islamabad,2024-05-18,1.3735725938009788
Peshawar,2023-03-19,0.7419635099913119
Quetta,2023-12-26,0.5643756050338818
Peshawar,2023-12-26,1.0307692307692307
Karachi,2024-07-03,1.6158301158301158
Karachi,2023-12-26,1.1934306569343065
Quetta,2023-03-20,1.304635761589404
Peshawar,2024-03-16,0.4444444444444444
Lahore,2024-05-25,0.5972222222222222
Lahore,2024-05-18,1.4333333333333333
Islamabad,2023-12-26,0.40772200772200773
Karachi,2024-03-20,0.2900343642611684
Islamabad,2023-11-21,1.1849624060150377
Islamabad,2024-07-03,1.1695594125500668
Islamabad,2024-03-28,1.4773869346733668
Islamabad,2024-03-13,0.7254901960784313
Lahore,2024-09-20,0.32995495495495497
Lahore,2023-12-26,0.06495589414595028
Quetta,2024-03-17,1.048048048048048
Islamabad,2024-05-19,0.30962643678160917
Peshawar,2024-03-25,0.24048442906574394
Peshawar,2023-03-21,0.47527910685805425
Quetta,2024-05-14,0.6354883081155434
Quetta,2023-12-25,0.2607260726072607
Lahore,2024-07-03,0.5729537366548043
Peshawar,2024-06-09,0.012260536398467433
Islamabad,2024-03-15,0.18036072144288579
Peshawar,2023-12-25,0.5216025137470542
Peshawar,2024-03-28,0.4008746355685131
Lahore,2024-03-17,0.579064587973274
Lahore,2023-03-20,0.3338870431893688
Peshawar,2024-05-17,0.47711404189294027
Karachi,2024-05-14,0.4749818709209572
Karachi,2023-12-25,0.16390728476821192
Karachi,2023-03-20,0.7140303842716711
Quetta,2024-07-02,1.042319749216301
Quetta,2024-03-26,0.8918128654970761
Karachi,2024-06-19,0.16442605997931747
Peshawar,2024-03-29,0.2727272727272727
Karachi,2024-03-28,0.15171755725190839
Islamabad,2023-12-25,0.3522906793048973
Lahore,2023-03-21,0.8811544991511036
Lahore,2023-03-22,0.6099173553719008
Lahore,2024-02-23,0.44541484716157204
Lahore,2023-12-25,0.31607929515418504
Peshawar,2024-07-02,0.654320987654321
Islamabad,2024-05-14,0.7085987261146497
Peshawar,2024-05-18,0.9330289193302892
Islamabad,2024-03-23,0.49913344887348354
Islamabad,2023-03-20,0.04317789291882556
Lahore,2024-03-25,0.7354028085735402
Quetta,2023-12-24,0.09900990099009901
Quetta,2024-03-23,0.7664359861591695
Islamabad,2024-06-20,0.45667125171939477
Lahore,2023-12-19,0.9927007299270073
Karachi,2023-03-19,0.38970023059185244
Peshawar,2023-12-24,0.47636039250669043
Karachi,2024-07-02,0.23206106870229007
Karachi,2023-11-21,0.2572992700729927
Islamabad,2024-03-31,0.5686900958466453
Karachi,2024-03-29,0.2715939447907391
Peshawar,2024-03-22,0.47538860103626945
Karachi,2023-12-24,1.7094972067039107
Peshawar,2023-03-22,0.687843137254902
Karachi,2024-03-15,0.3069016152716593
Karachi,2023-09-25,0.4213991769547325
Islamabad,2023-12-24,0.7235528942115769
Peshawar,2023-03-23,1.4236311239193085
Islamabad,2024-07-02,0.753125
Islamabad,2024-03-27,0.17288135593220338
Islamabad,2024-09-20,0.9876695437731196
Lahore,2023-12-24,0.6252086811352254
Quetta,2024-03-28,0.037833190025795355
Karachi,2024-03-09,0.051142546245919476
Quetta,2023-12-23,0.45839874411302983
Lahore,2024-07-02,0.7345612134344529
Lahore,2024-05-12,0.2175226586102719
Quetta,2024-03-25,0.4933065595716198
Karachi,2024-05-17,0.9851024208566108
Lahore,2024-03-21,0.7024070021881839
Karachi,2024-03-31,0.827807486631016
Peshawar,2023-12-23,0.7348008385744235
Islamabad,2024-03-09,0.7307398932112891
Islamabad,2024-03-19,0.08718726307808947
Karachi,2024-02-23,0.03167115902964959
Karachi,2023-12-23,0.8224719101123595
Quetta,2024-07-01,0.21924398625429553
Lahore,2024-05-16,0.2980132450331126
Islamabad,2023-12-18,0.12657091561938957
Quetta,2024-06-18,0.07052709725315516
Islamabad,2023-12-23,0.5417218543046357
Quetta,2023-12-17,0.7555803571428571
Karachi,2024-03-16,0.2576419213973799
Peshawar,2024-05-19,0.4644727000747943
Quetta,2024-05-11,0.7710691823899372
Karachi,2024-03-12,0.49625935162094764
Lahore,2023-12-23,0.22123893805309736
Peshawar,2024-09-22,0.5298969072164949
Peshawar,2024-07-01,0.7978723404255319
Islamabad,2024-03-16,0.8057040998217468
Peshawar,2024-03-27,1.5162393162393162
Quetta,2024-03-11,1.3642857142857143
Lahore,2024-06-17,1.227034120734908
Quetta,2023-12-22,0.5847047434656341
Islamabad,2024-03-25,0.2980132450331126
Peshawar,2023-12-22,0.05254378648874062
Karachi,2024-07-01,0.2342007434944238
Lahore,2024-05-11,0.020015396458814474
Karachi,2024-03-27,0.36741573033707864
Karachi,2023-12-22,0.275320970042796
Karachi,2024-09-05,0.8492569002123143
Islamabad,2023-03-19,0.014105419450631032
Islamabad,2023-12-22,0.3903293622985284
Islamabad,2024-07-01,1.1437598736176935
Quetta,2024-03-18,0.4573002754820937
Karachi,2023-03-22,0.6661796932067202
Quetta,2023-03-21,0.9300184162062615
Islamabad,2024-03-17,0.39520958083832336
Peshawar,2024-03-23,0.055977229601518026
Lahore,2023-12-22,0.27664233576642333
Lahore,2024-08-24,0.19618528610354224
Quetta,2024-03-16,1.7531531531531532
Karachi,2023-03-23,0.8166089965397924
Quetta,2023-12-21,0.1652892561983471
Lahore,2024-07-01,0.08888888888888889
Lahore,2024-03-18,0.7613065326633166
Peshawar,2023-12-21,0.24875621890547264
Peshawar,2024-05-11,1.2369727047146402
Quetta,2023-12-19,0.21024258760107817
Islamabad,2024-05-17,1.3981981981981981
Lahore,2024-03-13,0.25760950259836674
Karachi,2023-12-21,0.7133917396745932
Quetta,2024-06-30,1.1644832605531295
Lahore,2024-06-19,0.9758364312267658
Peshawar,2024-08-24,0.40196956132497763
Quetta,2024-02-22,1.5177993527508091
Karachi,2024-03-24,0.10678098207326578
Islamabad,2023-12-21,0.9733333333333334
Lahore,2024-09-21,0.10587382160986222
Quetta,2024-09-05,0.15853658536585366
Quetta,2023-03-19,0.4568106312292359
Quetta,2024-08-31,0.027462121212121212
Karachi,2024-11-07,0.12557710064635272
Islamabad,2023-02-28,0.8952095808383234
Lahore,2024-02-05,0.7637795275590551
Lahore,2023-12-01,0.46205170975813176
Islamabad,2024-11-07,1.689922480620155
Peshawar,2023-12-01,0.24696645253390434
Lahore,2023-07-22,0.9696569920844327
Quetta,2024-07-08,1.0261780104712042
Lahore,2024-02-04,0.2904162633107454
Karachi,2023-02-21,0.07685185185185185
Quetta,2024-08-30,0.28865979381443296
Karachi,2023-05-14,0.24358974358974358
Lahore,2024-11-07,0.3592727272727273
Peshawar,2024-09-19,0.2396788990825688
Lahore,2024-09-01,0.7624703087885986
Lahore,2023-02-09,0.607916355489171
Islamabad,2023-12-02,1.6059027777777777
Lahore,2023-02-06,0.38680318543799774
Quetta,2024-11-06,0.3528399311531842
Peshawar,2023-09-20,1.2364217252396166
Karachi,2023-07-22,0.6177884615384616
Peshawar,2023-08-19,0.5917215428033866
Peshawar,2023-02-07,0.16751269035532995
Lahore,2023-10-14,0.07326355851569934
Peshawar,2024-11-06,0.2440677966101695
Islamabad,2023-10-03,1.1090686274509804
Islamabad,2024-02-02,1.4313346228239845
Karachi,2024-11-06,0.33636363636363636
Karachi,2024-10-11,0.654178674351585
Islamabad,2024-07-09,1.306366047745358
Karachi,2024-09-18,1.0162962962962963
Karachi,2023-08-20,0.04262753319357093
Lahore,2023-09-20,0.29257950530035337
Quetta,2023-02-21,0.358683314415437
Peshawar,2023-02-10,0.03783783783783784
Islamabad,2024-11-06,0.9525386313465783
Lahore,2024-09-18,0.3191345503718729
Quetta,2023-02-27,0.10584752035529238
Lahore,2024-11-06,0.3888888888888889
Quetta,2024-10-11,0.5835411471321695
Peshawar,2023-02-22,0.3502906976744186
Quetta,2024-11-05,0.046788990825688076
Quetta,2024-02-04,1.2370466321243523
Peshawar,2024-10-09,0.9072512647554806
Lahore,2024-07-09,1.248062015503876
Islamabad,2023-09-17,0.10718002081165452
Islamabad,2023-02-20,0.08744993324432576
Lahore,2023-02-07,0.718939393939394
Islamabad,2024-08-30,0.7820895522388059
Karachi,2024-07-13,0.34157944814462415
Quetta,2024-02-02,1.4029574861367837
Peshawar,2024-11-05,0.0037907505686125853
Karachi,2023-02-24,0.6319272125723738
Quetta,2023-02-06,1.6330275229357798
Karachi,2024-11-05,0.052508751458576426
Peshawar,2024-09-17,0.04838709677419355
Islamabad,2023-09-18,0.3542234332425068
Peshawar,2023-08-21,0.6734130634774609
Quetta,2024-10-07,0.11361804995970991
Karachi,2024-08-31,0.6632016632016632
Peshawar,2023-02-21,0.1780821917808219
Karachi,2023-02-08,0.6213468869123253
Quetta,2023-09-17,0.42628205128205127
Islamabad,2024-11-05,0.09598214285714286
Peshawar,2024-02-04,0.4468503937007874
Karachi,2023-07-21,1.0038167938931297
Karachi,2023-10-09,0.3081081081081081
Peshawar,2024-09-18,0.6193118756936737
Peshawar,2023-09-18,0.37447168216398985
Karachi,2023-02-12,0.245662100456621
Islamabad,2023-08-20,0.361247947454844
Lahore,2023-02-24,0.7020802377414561
Lahore,2024-11-05,0.4306049822064057
Quetta,2024-05-05,0.7985074626865671
Quetta,2023-07-20,0.11356466876971609
Quetta,2023-05-10,0.670843776106934
Lahore,2023-03-01,0.8711111111111111
Quetta,2024-11-04,0.187
Lahore,2023-12-02,0.16996507566938301
Quetta,2023-09-15,0.47752808988764045
Karachi,2024-08-30,1.4018691588785046
Quetta,2023-03-01,0.5645549318364074
Peshawar,2024-11-04,0.37272727272727274
Quetta,2024-10-08,0.09734513274336283
Lahore,2023-05-11,1.5209580838323353
Lahore,2023-02-23,0.6929196499602227
Karachi,2024-08-29,0.11559633027522936
Lahore,2023-02-12,0.7876489707475623
Karachi,2024-11-04,0.820186598812553
Peshawar,2024-08-31,0.3185404339250493
Quetta,2023-02-20,0.2765726681127983
Karachi,2024-09-19,0.4001892147587512
Lahore,2023-05-14,0.20485584218512898
Quetta,2023-02-22,0.09975062344139651
Islamabad,2023-02-12,1.326086956521739
Karachi,2023-08-19,0.732606873428332
Islamabad,2024-11-04,0.6905537459283387
Peshawar,2024-10-07,0.7722308892355694
Peshawar,2023-02-28,0.609375
Lahore,2024-11-04,0.487133984028394
Quetta,2024-11-03,1.0298719772403984
Islamabad,2024-10-10,0.20777027027027026
Quetta,2023-02-24,0.012379642365887207
Peshawar,2024-11-03,0.03981797497155859
Quetta,2024-09-19,0.6687224669603524
Peshawar,2023-02-12,0.5018382352941176
Peshawar,2024-08-30,0.6278659611992945
Islamabad,2023-10-09,0.8541353383458646
Karachi,2024-11-03,0.8098039215686275
Islamabad,2024-06-15,0.0686482661004954
Islamabad,2024-11-03,0.7845188284518828
Karachi,2024-10-09,0.5969664138678223
Peshawar,2023-09-19,0.4356287425149701
Quetta,2023-02-28,0.6017874875868917
Lahore,2024-11-03,0.02593192868719611
Peshawar,2023-02-26,0.4449307075127644
Lahore,2023-01-02,1.351123595505618
Lahore,2023-09-17,0.2991304347826087
Quetta,2024-11-02,0.7607361963190185
Islamabad,2023-05-12,1.2727272727272727
Lahore,2024-10-09,0.553639846743295
Quetta,2023-07-21,0.19066666666666668
Peshawar,2024-11-02,0.4051418439716312
Karachi,2023-09-18,1.4521452145214522
Peshawar,2023-02-27,0.8930899608865711
Karachi,2024-11-02,0.08982035928143713
Quetta,2024-10-09,0.27755905511811024
Karachi,2023-10-30,0.7977815699658704
Lahore,2023-08-22,1.3022556390977444
Islamabad,2024-11-02,0.023
Peshawar,2023-09-17,0.4674457429048414
Islamabad,2023-02-25,0.5949177877428998
Quetta,2023-08-21,0.5634005763688761
Lahore,2024-11-02,0.05204460966542751
Quetta,2023-02-23,1.0851305334846766
Islamabad,2023-07-22,0.9756345177664975
Islamabad,2024-09-19,0.6873684210526316
Islamabad,2023-02-19,0.005605381165919282
Quetta,2023-09-16,0.49530201342281877
Lahore,2023-02-22,0.1026438569206843
Quetta,2024-11-01,1.3721264367816093
Karachi,2023-09-20,0.015957446808510637
Karachi,2023-05-11,0.6319493314567206
Lahore,2024-05-06,0.5843179377013964
Karachi,2023-02-05,0.27149321266968324
Islamabad,2024-03-05,0.09271523178807947
Peshawar,2024-11-01,0.3099688473520249
Lahore,2024-10-08,0.6562248995983936
Quetta,2023-05-13,1.0394557823129251
Karachi,2024-11-01,0.45322793148880103
Karachi,2023-02-19,0.9126106194690266
Karachi,2024-07-09,0.17994858611825193
Islamabad,2023-09-15,0.1331945889698231
Islamabad,2024-11-01,1.1440185830429732
Lahore,2024-09-19,0.2380204241948154
Quetta,2023-02-25,0.46287367405978785
Islamabad,2024-05-06,0.6141843971631206
Lahore,2023-10-17,0.6212338593974175
Lahore,2024-11-01,1.811787072243346
Islamabad,2023-02-23,0.8916349809885932
Peshawar,2023-02-25,0.7874564459930313
Karachi,2023-09-16,0.6099410278011794
Quetta,2023-08-20,1.035143769968051
Quetta,2024-10-31,0.0
Lahore,2023-02-26,1.0722689075630252
Karachi,2023-10-13,0.2295539033457249
Karachi,2023-02-10,0.26730937773882557
Peshawar,2024-10-31,0.7673611111111112
Peshawar,2024-02-02,0.5614678899082569
Peshawar,2023-10-15,1.0
Islamabad,2023-09-16,0.07276657060518732
Karachi,2023-09-15,0.5506666666666666
Quetta,2023-02-26,0.5640744797371303
Karachi,2024-10-31,0.7433628318584071
Lahore,2024-07-14,0.4566929133858268
Islamabad,2023-10-18,0.3242753623188406
Islamabad,2023-10-04,0.42536475869809204
Peshawar,2023-02-23,0.36009353078721745
Karachi,2023-02-11,0.6252856054836253
Peshawar,2023-10-17,0.13071895424836602
Quetta,2023-09-14,0.34202898550724636
Karachi,2023-02-06,0.143317230273752
Islamabad,2024-10-31,0.6142857142857143
Islamabad,2023-10-16,0.1440536013400335
Quetta,2023-10-04,0.38136729222520105
Karachi,2023-02-28,0.6393805309734514
Lahore,2024-10-31,0.20118343195266272
Quetta,2023-09-18,0.07222222222222222
Lahore,2023-05-12,0.6448893572181243
Peshawar,2023-08-20,0.98014440433213
Karachi,2023-02-23,0.4076827757125155
Karachi,2023-02-27,0.6803607214428857
Quetta,2024-10-30,0.4476047904191617
Peshawar,2023-02-11,0.09540389972144847
Karachi,2023-10-15,0.571715145436309
Peshawar,2024-10-30,0.1593172119487909
Karachi,2024-02-04,0.5436654366543665
Quetta,2023-10-09,0.8411829134720701
Peshawar,2024-08-29,0.41131756756756754
Lahore,2024-02-03,0.19477124183006536
Quetta,2023-02-10,0.2757544224765869
Karachi,2024-10-30,0.7022727272727273
Peshawar,2023-02-18,0.6057906458797327
Karachi,2023-09-17,1.271186440677966
Islamabad,2023-09-19,0.7861189801699717
Quetta,2024-09-17,0.7826552462526767
Peshawar,2023-05-13,0.7316017316017316
Islamabad,2024-10-30,0.05466472303206997
